Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Customer_For,Age,Spent,Living_With,Children,Family_Size,Is_Parent
Postgraduate,78285.0,0,0,13,647,107,391,175,67,40,1,6,4,10,3,244,26,1427,Partner,0,2,0
Postgraduate,31626.0,1,0,12,39,1,9,2,1,34,1,2,1,2,7,415,36,86,Alone,1,2,1
Graduate,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,38,62,833,Alone,0,1,0
Graduate,48726.0,0,1,90,138,3,38,4,0,59,3,3,2,4,6,428,59,242,Partner,1,3,1
Graduate,74985.0,0,0,8,587,51,898,247,0,86,1,3,6,7,2,656,37,1869,Partner,0,2,0
Graduate,67430.0,0,0,6,595,97,291,127,133,121,1,11,5,12,6,662,27,1364,Partner,0,2,0
Undergraduate,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,301,49,183,Partner,1,3,1
Postgraduate,62058.0,0,1,52,301,7,74,10,0,58,4,6,1,7,6,399,58,450,Partner,1,3,1
Graduate,72063.0,0,1,3,180,32,348,76,32,90,2,5,2,12,2,361,35,758,Partner,1,3,1
Postgraduate,78939.0,0,0,57,794,115,243,150,0,205,1,8,5,6,3,199,63,1507,Partner,0,2,0
Graduate,42720.0,1,1,9,392,5,91,28,26,112,8,7,3,7,8,431,49,654,Alone,2,3,1
Graduate,33622.0,1,1,22,39,1,22,3,4,12,3,2,0,4,7,442,42,81,Partner,2,4,1
Postgraduate,6835.0,0,1,76,107,2,12,2,2,12,0,0,0,1,20,568,57,137,Partner,1,3,1
Graduate,41452.0,1,1,86,13,0,3,0,0,0,1,1,0,2,7,480,61,16,Partner,2,4,1
Postgraduate,40760.0,0,1,64,70,0,17,0,0,6,2,2,1,3,6,303,49,93,Alone,1,2,1
Postgraduate,74250.0,0,0,90,680,11,392,75,0,0,1,2,11,4,1,154,56,1158,Partner,0,2,0
Postgraduate,51124.0,1,1,79,26,1,11,0,1,4,2,1,0,3,3,193,59,43,Alone,2,3,1
Graduate,72258.0,0,1,28,522,0,522,227,120,134,2,6,9,5,2,290,43,1525,Alone,1,2,1
Postgraduate,71466.0,0,0,86,412,12,546,78,182,0,1,4,4,10,1,85,40,1230,Alone,0,1,0
Graduate,36283.0,1,1,42,6,5,5,8,0,5,2,1,0,3,4,76,38,29,Partner,2,4,1
Graduate,20587.0,1,0,39,2,3,6,4,1,9,1,1,1,2,7,49,44,25,Alone,1,2,1
Graduate,30467.0,1,0,8,1,3,8,2,5,5,1,1,0,2,7,102,42,24,Partner,1,3,1
Graduate,31590.0,1,0,40,6,2,15,6,6,3,1,1,0,3,8,376,42,38,Partner,1,3,1
Undergraduate,20425.0,1,0,5,4,12,5,3,16,17,2,2,0,3,7,608,28,57,Partner,1,3,1
Postgraduate,17144.0,1,1,96,18,2,19,0,2,6,5,3,0,4,7,134,54,47,Partner,2,4,1
Postgraduate,42564.0,0,1,28,324,48,186,39,18,198,6,6,8,4,7,543,46,813,Alone,1,2,1
Postgraduate,43783.0,1,0,22,327,9,125,25,4,139,6,7,1,8,7,31,36,629,Partner,1,3,1
Graduate,40780.0,0,1,30,229,27,71,13,3,34,4,7,1,5,9,659,38,377,Alone,1,2,1
Postgraduate,62847.0,0,0,45,521,168,706,80,76,61,1,3,6,4,2,530,69,1612,Partner,0,2,0
Postgraduate,82017.0,0,0,58,184,23,446,30,23,23,1,5,4,7,2,599,57,729,Partner,0,2,0
Graduate,16813.0,0,0,49,4,8,11,12,2,13,1,2,0,3,7,345,64,50,Alone,0,1,0
Graduate,51267.0,1,1,37,183,2,64,7,2,12,4,3,3,5,4,243,36,270,Partner,2,4,1
Graduate,46524.0,0,1,70,31,19,35,26,14,52,2,1,1,5,3,450,53,177,Alone,1,2,1
Postgraduate,45183.0,0,0,33,219,3,60,12,9,12,1,4,1,7,7,525,52,315,Alone,0,1,0
Postgraduate,70421.0,0,1,98,479,28,136,75,14,35,3,10,3,7,6,1,60,767,Partner,1,3,1
Undergraduate,60161.0,0,1,17,584,44,212,46,8,177,3,11,4,8,8,614,49,1071,Alone,1,2,1
Graduate,73926.0,0,0,54,627,91,597,159,91,15,1,6,5,12,3,484,41,1580,Partner,0,2,0
Graduate,19329.0,1,0,39,24,1,16,12,2,5,3,4,0,3,8,197,46,60,Partner,1,3,1
Postgraduate,61872.0,0,1,81,330,5,159,36,27,16,4,4,4,9,4,198,44,573,Partner,1,3,1
Graduate,46984.0,1,1,71,19,1,10,2,1,8,1,1,0,3,5,460,58,41,Alone,2,3,1
Graduate,34838.0,1,1,62,28,23,29,29,14,47,3,2,1,4,6,526,63,170,Partner,2,4,1
Postgraduate,82716.0,0,0,8,606,148,228,15,148,22,1,6,8,13,2,236,70,1167,Alone,0,1,0
Graduate,48192.0,0,0,76,1039,43,204,153,58,29,3,2,8,12,8,449,56,1526,Partner,0,2,0
Postgraduate,49681.0,0,2,66,411,0,26,0,0,21,6,7,1,7,7,237,38,458,Partner,2,4,1
Postgraduate,56850.0,0,1,83,34,1,19,2,7,0,1,1,1,3,2,98,43,63,Partner,1,3,1
Graduate,55267.0,0,1,28,161,28,136,32,3,45,4,3,4,6,3,251,57,405,Partner,1,3,1
Graduate,59666.0,1,1,87,623,53,178,23,17,133,7,3,2,8,8,464,42,1027,Partner,2,4,1
Graduate,72504.0,0,1,43,604,26,470,123,161,94,2,5,9,6,2,449,42,1478,Alone,1,2,1
Graduate,26872.0,0,0,0,3,10,8,3,16,32,1,1,1,2,6,256,33,72,Partner,0,2,0
Graduate,21359.0,1,0,1,12,2,17,6,1,10,2,2,0,3,8,435,42,48,Alone,1,2,1
Graduate,73170.0,0,0,1,184,174,256,50,30,32,1,5,4,6,2,29,39,726,Alone,0,1,0
Postgraduate,52750.0,0,1,72,393,0,239,90,69,69,6,5,7,9,4,510,59,860,Partner,1,3,1
Postgraduate,91820.0,0,0,72,410,73,747,76,161,30,0,5,5,12,1,218,28,1497,Partner,0,2,0
Postgraduate,65968.0,0,1,12,376,9,83,19,4,4,2,5,4,7,3,48,44,495,Partner,1,3,1
Graduate,30772.0,1,1,89,7,2,4,2,1,4,1,1,0,2,6,109,38,20,Partner,2,4,1
Graduate,22507.0,0,0,67,68,0,226,51,157,68,3,10,2,4,9,582,60,570,Alone,0,1,0
Graduate,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,92,42,769,Partner,1,3,1
Undergraduate,25804.0,1,0,34,8,7,9,13,6,12,2,2,0,3,8,301,36,55,Partner,1,3,1
Postgraduate,76412.0,0,0,15,840,53,804,23,71,17,1,5,4,8,3,420,34,1808,Alone,0,1,0
Graduate,22063.0,1,0,43,7,10,13,3,11,11,2,2,0,3,7,325,42,55,Partner,1,3,1
Graduate,57091.0,0,0,0,464,5,64,7,0,37,1,7,3,7,5,14,53,577,Alone,0,1,0
Graduate,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,437,51,162,Partner,0,2,0
Graduate,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,403,55,1957,Partner,1,3,1
Undergraduate,78353.0,0,1,51,752,122,476,39,153,34,1,10,2,11,8,439,55,1576,Alone,1,2,1
Graduate,93404.0,1,2,97,1279,15,287,20,0,15,3,3,4,7,5,418,60,1616,Partner,3,5,1
Graduate,37859.0,1,2,75,22,1,8,2,1,2,2,1,0,3,8,533,52,36,Alone,3,4,1
Postgraduate,80995.0,0,1,83,860,28,409,73,56,56,1,8,9,4,4,414,56,1482,Alone,1,2,1
Graduate,16529.0,1,0,23,3,0,5,13,0,1,1,1,0,3,6,120,30,22,Partner,1,3,1
Postgraduate,55412.0,1,1,65,10,5,28,11,1,8,1,2,0,3,5,219,38,63,Alone,2,3,1
Graduate,48789.0,0,0,94,351,16,156,7,5,145,1,6,4,7,6,657,22,680,Alone,0,1,0
Postgraduate,56575.0,0,2,42,421,5,90,0,16,10,3,7,3,7,5,420,47,542,Partner,2,4,1
Undergraduate,25130.0,1,0,10,2,5,7,0,18,18,2,2,0,3,7,270,34,50,Partner,1,3,1
Graduate,35441.0,1,1,94,25,1,9,2,1,1,2,1,0,3,8,500,47,39,Partner,2,4,1
Graduate,71391.0,0,1,50,336,123,274,46,123,141,5,6,5,12,3,457,58,1043,Partner,1,3,1
Postgraduate,49494.0,1,0,46,191,9,97,0,6,82,2,6,1,5,7,430,42,385,Alone,1,2,1
Graduate,81702.0,0,0,98,563,50,774,28,31,187,1,7,7,12,3,644,34,1633,Alone,0,1,0
Undergraduate,45889.0,0,1,42,31,0,6,0,1,8,1,1,0,3,6,362,34,46,Alone,1,2,1
Graduate,56628.0,0,1,30,479,5,82,7,17,171,2,7,6,5,5,100,37,761,Alone,1,2,1
Graduate,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,328,64,76,Partner,2,4,1
Graduate,40049.0,0,1,61,91,65,52,10,44,28,3,3,2,6,5,577,40,290,Partner,1,3,1
Graduate,34176.0,1,0,12,5,7,24,19,14,20,4,3,0,4,6,48,26,89,Alone,1,2,1
Graduate,19419.0,1,0,76,2,14,28,16,3,7,4,4,0,3,9,596,33,70,Partner,1,3,1
Undergraduate,82504.0,0,0,2,362,50,431,134,35,54,1,3,6,7,1,337,54,1066,Partner,0,2,0
Graduate,81205.0,0,0,43,724,74,929,97,55,130,1,5,6,7,2,167,44,2009,Partner,0,2,0
Undergraduate,61618.0,0,0,27,605,91,399,0,45,205,2,3,6,8,3,638,23,1345,Alone,0,1,0
Postgraduate,55284.0,0,1,60,547,7,140,0,7,63,3,7,5,8,5,552,58,764,Alone,1,2,1
Graduate,49980.0,0,1,79,104,1,54,13,9,14,2,3,1,5,5,249,51,195,Alone,1,2,1
Graduate,15072.0,2,0,96,8,2,15,0,10,18,4,3,1,3,5,415,34,53,Partner,2,4,1
Graduate,49166.0,0,1,17,224,2,25,7,0,110,2,5,3,3,6,381,40,368,Alone,1,2,1
Postgraduate,65324.0,0,1,0,384,0,102,21,32,5,3,6,2,9,4,169,60,544,Partner,1,3,1
Undergraduate,82347.0,0,0,38,556,54,845,202,133,63,1,7,7,10,3,600,57,1853,Partner,0,2,0
Postgraduate,30843.0,1,1,43,24,0,2,0,0,9,2,1,1,2,5,34,48,35,Partner,2,4,1
Postgraduate,46374.0,0,1,1,408,0,21,0,0,17,3,7,1,7,8,104,40,446,Partner,1,3,1
Graduate,60474.0,0,1,25,265,199,303,234,9,170,7,10,2,12,7,454,35,1180,Alone,1,2,1
Postgraduate,38576.0,0,1,2,34,0,7,0,0,0,1,1,0,3,7,117,41,41,Partner,1,3,1
Graduate,55357.0,2,0,66,374,64,116,84,25,64,3,6,2,11,5,495,29,727,Partner,2,4,1
Graduate,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,633,48,40,Partner,2,4,1
Undergraduate,85710.0,0,0,5,600,20,350,29,30,33,1,6,9,10,2,420,25,1062,Partner,0,2,0
Graduate,23228.0,1,0,71,13,2,18,6,1,0,2,2,0,3,8,154,45,40,Partner,1,3,1
Postgraduate,44602.0,1,1,35,167,2,89,0,0,34,6,6,1,4,8,134,45,292,Partner,2,4,1
Graduate,7500.0,0,0,94,0,2,3,4,1,5,1,0,0,3,6,536,27,15,Partner,0,2,0
Undergraduate,38683.0,1,0,80,46,35,69,84,41,66,6,4,1,6,7,633,25,341,Partner,1,3,1
Undergraduate,49514.0,1,0,61,88,39,78,58,13,93,2,6,1,4,7,194,39,369,Alone,1,2,1
Postgraduate,57906.0,0,1,29,243,11,119,10,3,15,3,4,2,8,4,383,41,401,Partner,1,3,1
Postgraduate,43456.0,0,1,0,275,11,68,25,7,7,3,5,1,8,5,460,48,393,Alone,1,2,1
Postgraduate,19485.0,2,0,80,6,0,4,0,0,0,1,1,0,2,7,278,28,10,Alone,2,3,1
Graduate,53172.0,0,1,54,121,62,90,68,20,125,3,2,3,8,3,419,36,486,Partner,1,3,1
Graduate,30545.0,1,0,71,4,12,15,19,7,12,2,2,0,3,7,620,35,69,Partner,1,3,1
Postgraduate,70123.0,0,0,27,1308,0,396,23,0,0,1,5,7,4,3,274,31,1727,Partner,0,2,0
Graduate,62450.0,0,1,61,515,47,267,62,66,38,2,5,5,4,3,174,55,995,Alone,1,2,1
Graduate,21675.0,1,0,55,4,0,16,17,4,4,3,4,0,3,7,18,38,45,Partner,1,3,1
Undergraduate,42395.0,1,1,35,48,13,57,24,15,25,4,3,1,4,7,86,33,182,Alone,2,3,1
Postgraduate,61346.0,1,0,34,562,58,168,43,16,142,1,5,7,10,3,266,36,989,Partner,1,3,1
Graduate,80812.0,0,0,95,769,22,500,210,143,33,1,4,8,5,2,285,61,1677,Partner,0,2,0
Postgraduate,42835.0,1,1,64,379,4,93,12,9,98,7,6,6,4,6,364,43,595,Alone,2,3,1
Graduate,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,500,31,156,Partner,1,3,1
Postgraduate,86424.0,0,0,12,387,68,569,89,45,68,1,6,9,12,1,85,58,1226,Alone,0,1,0
Undergraduate,17117.0,1,0,96,12,23,38,30,18,7,4,3,1,3,9,528,36,128,Partner,1,3,1
Graduate,24762.0,1,0,16,6,10,12,3,15,40,3,3,1,2,8,139,42,86,Alone,1,2,1
Graduate,35797.0,0,1,16,27,1,14,4,1,21,2,2,0,3,8,621,39,68,Partner,1,3,1
Graduate,36627.0,2,0,78,9,1,5,0,0,1,1,0,0,3,5,341,39,16,Alone,2,3,1
Undergraduate,51111.0,1,1,83,22,0,19,6,5,3,2,2,0,3,6,10,33,55,Partner,2,4,1
Postgraduate,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,655,42,2114,Alone,0,1,0
Postgraduate,82072.0,0,0,67,889,55,685,168,92,129,1,3,2,13,1,362,44,2018,Partner,0,2,0
Postgraduate,46231.0,2,1,87,189,2,55,0,5,12,4,6,1,4,9,580,61,263,Alone,3,4,1
Graduate,42243.0,1,1,34,48,0,2,0,0,5,2,2,0,3,7,200,55,55,Partner,2,4,1
Graduate,51195.0,1,1,46,230,14,156,82,24,58,8,9,2,5,8,454,52,564,Partner,2,4,1
Postgraduate,68092.0,0,0,7,852,60,207,78,36,48,2,2,6,10,5,195,36,1281,Alone,0,1,0
Graduate,31814.0,1,0,73,35,3,20,4,1,20,2,2,0,3,9,505,41,83,Partner,1,3,1
Postgraduate,51390.0,1,1,54,205,20,47,23,2,56,6,5,2,5,5,659,49,353,Alone,2,3,1
Graduate,76630.0,0,0,93,255,31,446,40,56,175,1,3,10,11,1,166,31,1003,Partner,0,2,0
Undergraduate,26868.0,1,0,52,0,0,1,8,3,2,1,1,0,2,7,60,23,14,Alone,1,2,1
Postgraduate,48948.0,0,0,53,437,8,206,160,49,42,2,7,10,5,6,513,71,902,Alone,0,1,0
Postgraduate,55260.0,0,1,81,825,8,53,11,0,242,2,8,10,5,6,564,42,1139,Alone,1,2,1
Graduate,64090.0,0,1,8,316,58,161,76,51,135,1,6,9,4,5,326,58,797,Partner,1,3,1
Graduate,78331.0,0,1,97,756,138,354,160,169,61,2,10,6,7,4,157,56,1638,Alone,1,2,1
Postgraduate,37087.0,1,0,50,194,55,134,15,0,3,3,4,2,8,6,322,40,401,Partner,1,3,1
Graduate,21846.0,1,0,38,7,17,18,6,10,26,4,4,0,3,8,250,28,84,Alone,1,2,1
Graduate,81320.0,0,0,61,183,33,493,59,103,57,1,4,3,10,2,508,56,928,Partner,0,2,0
Graduate,54137.0,0,1,46,171,0,11,0,1,20,2,4,1,4,6,317,44,203,Alone,1,2,1
Graduate,66825.0,0,0,73,243,101,405,29,40,40,1,4,5,6,2,350,47,858,Partner,0,2,0
Graduate,57100.0,0,0,19,181,21,69,39,3,96,1,3,3,6,3,207,41,409,Partner,0,2,0
Graduate,58917.0,1,2,10,151,7,89,0,7,28,5,4,1,6,5,462,45,282,Partner,3,5,1
Graduate,85072.0,0,0,94,494,92,391,194,11,241,1,3,4,10,0,81,37,1423,Alone,0,1,0
Graduate,86429.0,0,0,10,464,28,873,29,18,37,0,7,4,7,2,220,53,1449,Alone,0,1,0
Graduate,45684.0,1,0,37,5,1,5,10,0,7,1,1,0,2,7,209,43,28,Alone,1,2,1
Graduate,47889.0,1,0,94,29,0,29,0,5,4,1,2,0,3,5,176,40,67,Partner,1,3,1
Postgraduate,45921.0,0,0,23,102,9,49,24,3,12,1,2,1,6,4,111,28,199,Partner,0,2,0
Postgraduate,78420.0,0,0,75,604,28,674,91,28,28,1,3,10,8,1,365,48,1453,Alone,0,1,0
Graduate,75114.0,0,0,40,571,12,523,63,60,24,1,3,10,5,2,234,22,1253,Partner,0,2,0
Postgraduate,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,520,51,1198,Alone,1,2,1
Postgraduate,35641.0,1,0,11,63,3,67,8,9,28,2,3,1,4,7,350,42,178,Partner,1,3,1
Graduate,95529.0,0,0,29,770,29,890,250,27,24,1,7,3,7,3,573,20,1990,Alone,0,1,0
Graduate,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,414,60,976,Partner,0,2,0
Postgraduate,73113.0,0,0,86,741,19,154,50,9,28,1,3,4,7,2,185,54,1001,Partner,0,2,0
Postgraduate,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,326,32,1919,Partner,0,2,0
Undergraduate,42607.0,0,1,30,156,29,56,30,32,47,2,3,2,7,3,224,60,350,Alone,1,2,1
Postgraduate,74637.0,0,0,73,960,64,464,146,0,16,1,6,9,9,3,407,60,1650,Alone,0,1,0
Postgraduate,46015.0,1,1,25,38,0,2,0,0,6,1,1,0,3,7,77,59,46,Partner,2,4,1
Graduate,72354.0,0,0,67,315,26,473,220,12,182,1,2,10,6,1,438,21,1228,Alone,0,1,0
Postgraduate,39858.0,1,0,67,15,20,25,2,7,26,1,2,0,4,6,521,45,95,Alone,1,2,1
Postgraduate,34469.0,1,1,58,19,6,20,0,5,12,3,1,1,4,4,56,66,62,Partner,2,4,1
Graduate,83033.0,1,0,82,812,99,431,237,149,33,1,11,4,10,5,42,28,1761,Partner,1,3,1
Postgraduate,24401.0,0,0,98,73,28,217,10,24,115,3,6,1,6,8,667,35,467,Partner,0,2,0
Graduate,77583.0,0,0,93,372,23,384,250,12,108,1,4,5,9,2,139,36,1149,Partner,0,2,0
Undergraduate,74116.0,0,0,53,871,111,704,145,55,166,1,4,4,10,2,181,32,2052,Alone,0,1,0
Graduate,74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,56,21,1127,Alone,0,1,0
Postgraduate,68397.0,0,1,6,760,80,466,17,13,80,1,6,9,5,3,224,38,1416,Partner,1,3,1
Postgraduate,79632.0,0,0,42,471,0,510,99,21,12,1,6,4,9,2,82,40,1113,Partner,0,2,0
Graduate,46107.0,1,0,78,31,9,27,16,9,33,1,1,1,4,3,139,25,125,Alone,1,2,1
Postgraduate,64950.0,0,1,29,819,0,72,12,0,63,2,11,2,10,7,686,63,966,Alone,1,2,1
Undergraduate,25443.0,1,0,82,1,4,3,8,9,7,1,1,0,3,8,554,25,32,Partner,1,3,1
Graduate,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,38,62,833,Alone,0,1,0
Postgraduate,32892.0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,35,43,46,Partner,1,3,1
Graduate,71796.0,0,0,54,354,21,311,167,75,32,1,9,3,4,4,248,43,960,Partner,0,2,0
Postgraduate,67536.0,0,1,45,1253,0,447,23,71,35,3,11,5,11,8,403,44,1829,Partner,1,3,1
Graduate,55239.0,0,1,59,371,17,238,23,24,106,3,7,5,11,5,350,43,779,Alone,1,2,1
Postgraduate,60554.0,1,0,8,588,7,76,110,15,15,2,8,4,9,6,324,39,811,Alone,1,2,1
Undergraduate,64831.0,1,1,51,480,86,249,75,86,144,8,6,3,5,6,384,62,1120,Alone,2,3,1
Postgraduate,56067.0,0,1,51,517,12,54,16,6,120,2,7,4,7,5,344,52,725,Partner,1,3,1
Graduate,82025.0,0,0,76,267,98,606,48,70,98,1,3,2,6,1,397,31,1187,Alone,0,1,0
Graduate,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,482,61,2302,Partner,0,2,0
Undergraduate,14906.0,0,0,86,7,7,14,7,16,15,3,2,1,3,7,554,28,66,Alone,0,1,0
Postgraduate,51563.0,0,0,60,1166,0,48,0,0,36,1,4,4,10,8,636,27,1250,Partner,0,2,0
Undergraduate,57937.0,0,1,56,261,42,144,55,48,133,3,4,4,9,3,133,32,683,Partner,1,3,1
Graduate,68274.0,1,1,83,135,25,51,23,25,46,2,4,2,5,3,272,35,305,Alone,2,3,1
Graduate,39771.0,1,0,92,6,2,18,2,8,14,1,2,0,3,4,205,37,50,Partner,1,3,1
Undergraduate,67893.0,0,1,31,711,28,142,49,18,47,2,3,2,9,8,636,39,995,Alone,1,2,1
Postgraduate,27922.0,1,0,80,11,0,13,2,4,11,1,2,0,3,4,50,35,41,Partner,1,3,1
Postgraduate,52190.0,1,1,39,42,0,17,0,0,18,3,2,1,3,5,52,38,77,Partner,2,4,1
Postgraduate,44051.0,1,1,20,79,7,58,6,3,18,4,3,1,4,6,516,41,171,Alone,2,3,1
Postgraduate,42767.0,2,0,53,20,6,43,19,5,38,1,3,1,2,8,414,43,131,Alone,2,3,1
Postgraduate,46106.0,1,1,84,30,0,8,2,0,14,1,1,1,2,6,49,38,54,Partner,2,4,1
Postgraduate,16927.0,1,1,50,20,2,23,3,1,4,5,3,0,4,8,504,38,53,Partner,2,4,1
Graduate,59754.0,0,1,96,115,27,44,4,146,139,3,5,2,6,5,575,49,475,Partner,1,3,1
Graduate,53700.0,0,1,94,263,5,233,69,41,83,4,5,5,8,5,681,62,694,Alone,1,2,1
Graduate,59041.0,1,1,25,69,2,15,2,2,6,2,2,0,4,5,53,41,96,Partner,2,4,1
Postgraduate,54237.0,0,1,48,267,3,30,4,0,57,4,5,2,5,6,428,57,361,Alone,1,2,1
Graduate,70647.0,0,1,65,561,85,171,25,123,114,2,4,7,13,2,646,47,1079,Alone,1,2,1
Postgraduate,52597.0,0,1,69,492,0,37,7,0,42,3,6,3,8,5,53,52,578,Alone,1,2,1
Postgraduate,41021.0,1,0,12,14,7,9,6,16,12,2,2,0,3,6,546,45,64,Partner,1,3,1
Postgraduate,40233.0,0,1,84,80,4,46,0,17,2,5,2,1,5,6,258,39,149,Partner,1,3,1
Graduate,50183.0,1,1,47,97,12,84,13,10,15,7,3,1,6,5,4,34,231,Partner,2,4,1
Graduate,54753.0,0,1,87,197,107,227,7,59,131,3,5,2,11,4,290,55,728,Partner,1,3,1
Graduate,92955.0,0,0,35,693,21,925,31,24,84,1,6,7,9,2,314,41,1778,Partner,0,2,0
Graduate,33471.0,1,0,47,43,2,27,0,9,12,3,3,0,4,7,625,41,93,Partner,1,3,1
Postgraduate,34596.0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,442,40,23,Partner,1,3,1
Graduate,44010.0,1,0,46,186,36,234,86,72,48,6,10,2,6,9,624,34,662,Partner,1,3,1
Graduate,84219.0,0,0,27,434,137,400,45,137,45,1,3,4,10,1,147,26,1198,Partner,0,2,0
Postgraduate,40706.0,2,1,37,59,0,11,4,2,5,4,3,0,4,7,528,46,81,Partner,3,5,1
Undergraduate,15716.0,1,0,8,16,5,30,8,7,26,3,3,0,4,8,594,26,92,Partner,1,3,1
Undergraduate,59052.0,0,1,29,230,35,75,63,57,31,3,7,1,7,5,224,55,491,Alone,1,2,1
Postgraduate,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,623,43,1564,Partner,0,2,0
Graduate,83715.0,0,0,2,318,8,407,150,35,8,1,2,8,13,0,146,52,926,Partner,0,2,0
Postgraduate,82576.0,0,0,66,1206,55,445,168,18,18,1,2,4,12,1,697,55,1910,Partner,0,2,0
Postgraduate,56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,261,49,411,Partner,3,5,1
Graduate,35704.0,1,1,54,30,9,12,2,11,30,3,2,0,4,4,177,62,94,Partner,2,4,1
Graduate,53103.0,0,1,70,729,17,133,11,0,195,5,10,6,7,7,290,60,1085,Partner,1,3,1
Undergraduate,46779.0,1,1,55,12,1,3,0,0,7,1,0,1,2,4,352,54,23,Alone,2,3,1
Graduate,4861.0,0,0,20,2,1,1,1,0,1,0,0,0,0,14,7,49,6,Alone,0,1,0
Postgraduate,33462.0,1,0,78,22,3,18,0,0,11,1,2,0,3,7,326,35,54,Alone,1,2,1
Graduate,63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,258,36,1150,Alone,1,2,1
Graduate,80763.0,0,0,17,674,168,108,192,42,231,1,5,11,6,3,318,64,1415,Partner,0,2,0
Postgraduate,65352.0,0,1,43,284,3,84,4,7,23,2,4,2,8,4,312,40,405,Partner,1,3,1
Postgraduate,82170.0,0,0,13,1023,93,651,49,55,37,1,5,6,7,2,216,36,1908,Partner,0,2,0
Graduate,75759.0,0,0,46,1394,22,708,89,91,182,1,9,7,9,5,247,45,2486,Partner,0,2,0
Undergraduate,79689.0,0,0,65,311,26,640,180,37,121,1,4,9,13,2,413,38,1315,Alone,0,1,0
Postgraduate,35340.0,1,1,1,27,0,12,0,1,5,2,2,0,3,5,0,58,45,Alone,2,3,1
Graduate,85683.0,0,0,6,1296,17,311,45,69,51,1,2,4,10,1,100,60,1789,Alone,0,1,0
Undergraduate,24884.0,1,0,32,3,6,7,0,0,3,1,0,0,3,7,577,42,19,Partner,1,3,1
Postgraduate,42021.0,1,0,34,393,5,136,7,5,27,5,10,1,6,9,667,33,573,Partner,1,3,1
Graduate,64449.0,1,0,70,218,63,282,137,35,70,4,5,3,12,4,131,25,805,Alone,1,2,1
Graduate,64587.0,1,1,49,66,0,16,0,6,20,2,1,1,4,3,7,60,108,Alone,2,3,1
Graduate,34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,95,19,23,Alone,0,1,0
Graduate,75437.0,0,0,25,795,0,545,95,58,0,1,8,4,10,6,232,36,1493,Partner,0,2,0
Graduate,26091.0,1,1,84,15,10,19,8,17,20,3,2,1,3,5,124,57,89,Partner,2,4,1
Graduate,52845.0,1,0,7,384,25,292,130,41,64,3,8,8,6,6,320,41,936,Partner,1,3,1
Graduate,46086.0,0,1,34,244,8,32,7,2,50,4,3,1,8,4,238,58,343,Alone,1,2,1
Postgraduate,78028.0,0,1,38,158,19,288,25,0,38,1,6,4,9,7,657,58,528,Alone,1,2,1
Postgraduate,95169.0,0,0,1,1285,21,449,106,20,20,1,4,3,4,1,263,27,1901,Alone,0,1,0
Undergraduate,56337.0,1,1,25,349,16,144,28,5,182,5,8,5,4,8,459,33,724,Partner,2,4,1
Graduate,22434.0,1,0,25,4,12,11,3,13,15,2,2,0,3,8,501,27,58,Partner,1,3,1
Postgraduate,36930.0,0,1,50,223,2,31,0,2,39,5,5,2,4,8,408,60,297,Partner,1,3,1
Graduate,36130.0,0,1,46,157,43,127,68,56,37,6,3,8,4,4,512,60,488,Alone,1,2,1
Postgraduate,65569.0,0,1,96,397,46,288,20,38,70,2,6,5,10,3,601,61,859,Partner,1,3,1
Graduate,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,413,62,1574,Partner,0,2,0
Graduate,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,154,46,69,Partner,2,4,1
Postgraduate,36736.0,1,1,52,10,0,3,0,0,4,1,1,0,2,6,415,51,17,Alone,2,3,1
Graduate,77568.0,0,1,30,1230,0,396,232,178,158,1,10,2,8,5,673,35,2194,Partner,1,3,1
Postgraduate,49187.0,0,1,63,81,1,31,2,1,0,1,1,1,5,2,169,38,116,Partner,1,3,1
